timestamp;tag;duration;package_0;package_1;dram_0;dram_1;nvidia_gpu_0
1704298109.8537893;test_tokenization_SPACY;2259.6597254276276;99029545251.0;-145019562465.0;9983271267.0;-55630254524.0;28835655
1704300399.5448694;test_lemmatization_SPACY;2238.977845430374;-163997964258.0;116131116828.0;9893650615.0;9983506995.0;28759559
1704302668.554074;test_stopword_removal_SPACY;2268.6613306999207;99521454575.0;-144362878477.0;10023449251.0;10158646477.0;29299133
1704304967.2467802;test_pos_tagging_SPACY;230.33709597587585;10098494533.0;12449728321.0;1017375199.0;1195415821.0;2979692
1704305227.6152349;test_ner_SPACY;2253.028740167618;-163347636090.0;116936509419.0;9953700528.0;10069028486.0;29203117
1704307510.6753216;test_tokenization_SPACY;2296.8899228572845;100635896912.0;118914184471.0;-55564380894.0;10222546131.0;29572495
1704309837.6904576;test_lemmatization_SPACY;2315.0986790657043;101525008284.0;-142391641702.0;10232083386.0;10297358235.0;29758264
1704312182.8205574;test_stopword_removal_SPACY;2296.79461812973;-161504467468.0;119070015919.0;10147168264.0;-55482360991.0;30159810
1704314509.6465955;test_pos_tagging_SPACY;288.373411655426;12632065440.0;15250803915.0;1273626774.0;1538360563.0;3772260
1704314828.051391;test_ner_SPACY;2267.571989297867;99377277759.0;-144561238687.0;10020027482.0;10117527803.0;29652031
1704317125.7748015;test_tokenization_SPACY;2285.4631576538086;-161999130081.0;118544343132.0;10097370512.0;10214050729.0;29640347
1704319441.2942526;test_lemmatization_SPACY;2275.2548139095306;99692740757.0;-143865466664.0;10052449941.0;10153738604.0;29415100
1704321746.5804536;test_stopword_removal_SPACY;2396.1122126579285;104993383499.0;123908927483.0;-55125918268.0;10720869870.0;31111127
1704324172.7240942;test_pos_tagging_SPACY;272.22127866744995;11931536289.0;14454363875.0;1202317880.0;1448697713.0;3540855
1704324474.9768589;test_ner_SPACY;2313.4898524284363;-160664624769.0;-141815914477.0;10222704654.0;10357272990.0;30102276
1704326818.5681725;test_tokenization_SPACY;2304.344816684723;101080913351.0;119712689995.0;10180671362.0;-55417825775.0;29976804
1704329153.0671656;test_lemmatization_SPACY;2285.5895895957947;-161851220242.0;-143984620839.0;10103078942.0;10200411483.0;29340763
1704331468.689334;test_stopword_removal_SPACY;2349.016347885132;103028533060.0;121359510242.0;10379165637.0;10492016540.0;30242134
1704333847.7376113;test_pos_tagging_SPACY;302.75256419181824;13290144993.0;15893441064.0;1337314202.0;1620292721.0;3970921
1704334180.521721;test_ner_SPACY;2299.841723918915;100920269170.0;-143281824054.0;10161237731.0;10277435952.0;30213657
1704336510.4776938;test_tokenization_SPACY;2272.6739418506622;-162412608087.0;117896090397.0;-55671965354.0;10152467510.0;29732395
1704338813.309907;test_lemmatization_SPACY;2314.9009091854095;101583729630.0;-142471696734.0;10227343905.0;10322048074.0;30416152
1704341158.2425878;test_stopword_removal_SPACY;2292.572932243347;-161533622300.0;118444051153.0;10128724634.0;-55493499070.0;30254146
1704343480.8470798;test_pos_tagging_SPACY;304.7660505771637;13367388875.0;15987852565.0;1346090527.0;1624803084.0;4001899
1704343815.644762;test_ner_SPACY;2241.3788270950317;98350421928.0;-146193777782.0;9902546616.0;10033725358.0;29298583
1704346087.1768255;test_tokenization_SPACY;2269.649424314499;99581714003.0;117436333518.0;10028440310.0;10187056143.0;29657596
1704348386.950877;test_lemmatization_SPACY;2376.155034303665;-157909680833.0;122621586479.0;10497245758.0;10647221866.0;31356206
1704350793.137291;test_stopword_removal_SPACY;2325.6378836631775;101991595834.0;-141683779379.0;-55438579108.0;10391406799.0;30119777
1704353148.8065634;test_pos_tagging_SPACY;293.97069215774536;12889035058.0;15515448134.0;1298470715.0;1572476962.0;3827606
1704353472.808636;test_ner_SPACY;2253.3849074840546;-163327710053.0;116703195258.0;9956649313.0;10071830375.0;29241155
1704355756.3320782;test_tokenization_SPACY;2277.096215724945;99816961021.0;-144082968610.0;10059513294.0;-55542342209.0;29604327
1704358063.6346688;test_lemmatization_SPACY;2273.4148530960083;99686263601.0;117762045147.0;10043471871.0;10134748182.0;29401974
1704360367.0817769;test_stopword_removal_SPACY;2318.7095794677734;-160443404449.0;-142083524144.0;10243304743.0;10344319964.0;30045059
1704362715.8059125;test_pos_tagging_SPACY;308.91247391700745;13549952312.0;16245543311.0;1364690890.0;1656546055.0;3983150
1704363054.7498274;test_ner_SPACY;2261.813757419586;99239910740.0;117149583153.0;9994415787.0;10083767925.0;29380514
1704365346.7088068;test_tokenization_SPACY;2290.705528497696;-161664371538.0;-143545326737.0;-55591069327.0;10207354899.0;29686753
1704367667.6382103;test_lemmatization_SPACY;2313.398797273636;101436058866.0;119475032034.0;10219717711.0;10306566555.0;30257697
1704370011.0425587;test_stopword_removal_SPACY;2353.8432142734528;103287980638.0;-139688408205.0;10394235157.0;-55194897431.0;30786215
1704372394.9173772;test_pos_tagging_SPACY;309.2203462123871;13595897567.0;16367084504.0;1365971164.0;1653918647.0;4040493
1704372734.1691835;test_ner_SPACY;2269.400943040848;-162450620319.0;117644301125.0;10027860516.0;10154342786.0;29597814
