timestamp,tag,duration,package_0,package_1,package_total,dram_0,dram_1,dram_total,Total,nvidia_gpu_0
1704229094,test_lemmatization_SPACY,1247.596822,54803.7,66402.27,121205.97,5512.73,6379.28,11892.01,133097.98,16344.75
1704234158,test_lemmatization_SPACY,1247.441547,54707.41,66003.37,120710.78,5510.21,6339.19,11849.4,132560.18,16105.2
1704239263,test_lemmatization_SPACY,1282.825068,56315.91,68281.29,124597.2,5667.3,6542.68,12209.98,136807.18,16589.97
1704254890,test_lemmatization_SPACY,1289.095642,56532.34,68313.76,124846.1,5690.93,6557.1,12248.03,137094.13,16608.06
1704260130,test_lemmatization_SPACY,1287.114352,56444.91,67861.74,124306.65,5684.57,6540.68,12225.25,136531.9,16535.59
1704265380,test_lemmatization_SPACY,1302.935485,57135.18,69266.85,126402.03,5755.26,6681.01,12436.27,138838.3,16790.87
1704222224,test_ner_SPACY,682.2367332,29927.62,36661.89,66589.51,3013.98,3282.36,6296.34,72885.85,9008.87
1704227141,test_ner_SPACY,721.5598686,31646.13,38530.78,70176.91,3187.82,3520.26,6708.08,76884.99,9548.25
1704242424,test_ner_SPACY,753.0297604,33027.26,40030.27,73057.53,3326.94,3737.31,7064.25,80121.78,9596.69
1704247628,test_ner_SPACY,767.2502131,33645.76,40520.14,74165.9,3389.16,3858.2,7247.36,81413.26,9902.81
1704252846,test_ner_SPACY,767.6530943,33674.43,40788.22,74462.65,3390.5,3882.34,7272.84,81735.49,10026.65
1704258078,test_ner_SPACY,774.6839664,33965.86,40890.06,74855.92,3421.77,3859.4,7281.17,82137.09,10121.23
1704221726,test_pos_tagging_SPACY,467.5332544,20559.81,25429.05,45988.86,2085.21,2512,4597.21,50586.07,6119.54
1704226642,test_pos_tagging_SPACY,469.7831743,20745.89,25555.44,46301.33,2086.49,2525.75,4612.24,50913.57,6165.66
1704231688,test_pos_tagging_SPACY,467.7802799,20534.1,25300.15,45834.25,2068.2,2530.43,4598.63,50432.88,6116.19
1704236768,test_pos_tagging_SPACY,468.0177219,20561.03,25288.13,45849.16,2068.6,2529.33,4597.93,50447.09,6041.78
1704241930,test_pos_tagging_SPACY,464.2280273,20380.78,25275.82,45656.6,2053.72,2500.03,4553.75,50210.35,5830.47
1704247130,test_pos_tagging_SPACY,467.531971,20520.98,25287.07,45808.05,2068.2,2517.11,4585.31,50393.36,6012.21
1704252351,test_pos_tagging_SPACY,465.118983,20429.23,25335.99,45765.22,2055.74,2506.97,4562.71,50327.93,6021.49
1704257583,test_pos_tagging_SPACY,465.5093913,20432.51,25316.9,45749.41,2059.6,2507.99,4567.59,50317,6085.85
1704262822,test_pos_tagging_SPACY,467.1396031,20500.1,25590.66,46090.76,2065.51,2527.51,4593.02,50683.78,6012.67
1704268092,test_pos_tagging_SPACY,466.9225824,20493.82,25582.56,46076.38,2065.53,2521.17,4586.7,50663.08,6026.27
1704220539,test_stopword_removal_SPACY,1156.807748,50777.81,62304.1,113081.91,5134.85,5773.5,10908.35,123990.26,15103.22
1704230372,test_stopword_removal_SPACY,1286.192639,56449.15,68211.55,124660.7,5681.52,6540.1,12221.62,136882.32,16924.66
1704235436,test_stopword_removal_SPACY,1302.772353,57163.77,68894.32,126058.09,5753.92,6621.77,12375.69,138433.78,16764.91
1704240576,test_stopword_removal_SPACY,1324.170579,58085.81,70539.28,128625.09,5849.54,6700.68,12550.22,141175.31,16983.95
1704245761,test_stopword_removal_SPACY,1338.991364,58729.24,70629.78,129359.02,5914.05,6814.68,12728.73,142087.75,17277.57
1704250982,test_stopword_removal_SPACY,1339.138652,58727.69,71022.16,129749.85,5914.58,6834.87,12749.45,142499.3,17330.04
1704266713,test_stopword_removal_SPACY,1348.383282,59150.37,71773.39,130923.76,5956,6884.08,12840.08,143763.84,17595.01
1704218266,test_tokenization_SPACY,1119.695555,49192.38,-202120.53,-152928.15,-60730.62,5400.9,-55329.72,-208257.87,14585.8
1704222936,test_tokenization_SPACY,1122.755282,49336.93,-201770.74,-152433.81,4977.23,5465.03,10442.26,-141991.55,14745.34
1704227893,test_tokenization_SPACY,1171.129569,51407.09,-199250.57,-147843.48,5173.2,5806.19,10979.39,-136864.09,15612.34
1704232938,test_tokenization_SPACY,1189.522821,52194.59,-198738.41,-146543.82,-60457.34,5962.53,-54494.81,-201038.63,15437.45
1704238037,test_tokenization_SPACY,1195.76536,-209619.79,-198160.21,-407780,5281.3,6009.13,11290.43,-396489.57,15623.2
1704243207,test_tokenization_SPACY,1204.277273,53218.33,-197832.08,-144613.75,5343.08,6036.12,11379.2,-133234.55,15448.7
1704248425,test_tokenization_SPACY,1213.030612,53203.5,-197281.2,-144077.7,-60355.19,6099.83,-54255.36,-198333.06,15723.42
1704253644,test_tokenization_SPACY,1215.66676,53325.2,-197147.25,-143822.05,5369.08,6109.68,11478.76,-132343.29,15768.25
1704258883,test_tokenization_SPACY,1217.067656,53385.88,-197449.31,-144063.43,5373.83,6092.21,11466.04,-132597.39,15700.4
1704264126,test_tokenization_SPACY,1223.703054,53668.77,65355.29,119024.06,5405.26,6149.15,11554.41,130578.47,15778.58
